prefix,truth,prediction
"package com.wjj.worker.framework.enums;

/**
 * 自定义请求code返回类
 *
 * @author BeerGod
 */
public enum WjjApiResponseCode implements WjjApiEnumsInterFace<Integer> {
    /**
     * 参数无效
     */
","    METHOD_ARGUMENT_NOT_VALID(40300, ""参数提交无效""),
","PARAM_INVALID(1001, ""参数无效""),"
"package com.wjj.worker.framework.enums;

/**
 * 自定义请求code返回类
 *
 * @author BeerGod
 */
public enum WjjApiResponseCode implements WjjApiEnumsInterFace<Integer> {
    /**
     * 参数无效
     */
    METHOD_ARGUMENT_NOT_VALID(40300, ""参数提交无效""),
    /**
     * 必须实现 job 接口，且注册于 ioc 中
     */
    CLASS_NOT_FOUND(50000, ""指定class路径不存在，请确保此类存在并实现了Job接口""),
    /**
     * 当前分组任务已存在
     */
    JOB_IS_EXIST(50001, ""该任务分组下已存在此任务""),
    /**
     * 当前job不存在
     */
    JOB_NOT_EXIST(50002, ""此job不存在""),
    /**
     * 添加job任务失败
     */
","    ADD_JOB_ERROR(50003, ""添加job失败""),
","ADD_JOB_FAIL(50003, ""添加job任务失败""),"
"package com.wjj.worker.framework.enums;

/**
 * 自定义请求code返回类
 *
 * @author BeerGod
 */
public enum WjjApiResponseCode implements WjjApiEnumsInterFace<Integer> {
    /**
     * 参数无效
     */
    METHOD_ARGUMENT_NOT_VALID(40300, ""参数提交无效""),
    /**
     * 必须实现 job 接口，且注册于 ioc 中
     */
    CLASS_NOT_FOUND(50000, ""指定class路径不存在，请确保此类存在并实现了Job接口""),
    /**
     * 当前分组任务已存在
     */
    JOB_IS_EXIST(50001, ""该任务分组下已存在此任务""),
    /**
     * 当前job不存在
     */
    JOB_NOT_EXIST(50002, ""此job不存在""),
    /**
     * 添加job任务失败
     */
    ADD_JOB_ERROR(50003, ""添加job失败""),
    /**
     * 更新job服务异常
     */
    UPDATE_JOB_ERROR(50004, ""更新job失败""),
    /**
     * 服务异常
     */
    SERVER_ERROR(50005, ""服务异常""),
    /**
     * json 反序列化失败
     */
","    JSON_READER_ERROR(50005, ""读取数据序列化发生错误""),
","JSON_PARSE_ERROR(50006, ""json反序列化失败""),"
"package com.wjj.worker.framework.enums;

/**
 * 自定义请求code返回类
 *
 * @author BeerGod
 */
public enum WjjApiResponseCode implements WjjApiEnumsInterFace<Integer> {
    /**
     * 参数无效
     */
    METHOD_ARGUMENT_NOT_VALID(40300, ""参数提交无效""),
    /**
     * 必须实现 job 接口，且注册于 ioc 中
     */
    CLASS_NOT_FOUND(50000, ""指定class路径不存在，请确保此类存在并实现了Job接口""),
    /**
     * 当前分组任务已存在
     */
    JOB_IS_EXIST(50001, ""该任务分组下已存在此任务""),
    /**
     * 当前job不存在
     */
    JOB_NOT_EXIST(50002, ""此job不存在""),
    /**
     * 添加job任务失败
     */
    ADD_JOB_ERROR(50003, ""添加job失败""),
    /**
     * 更新job服务异常
     */
    UPDATE_JOB_ERROR(50004, ""更新job失败""),
    /**
     * 服务异常
     */
    SERVER_ERROR(50005, ""服务异常""),
    /**
     * json 反序列化失败
     */
    JSON_READER_ERROR(50005, ""读取数据序列化发生错误""),
    ;


    WjjApiResponseCode(Integer code, String msg) {
        this.code = code;
        this.msg = msg;
    }

    /**
     * 返回响应code
     */
","    private Integer code;
",private Integer code;
"package com.wjj.worker.framework.enums;

/**
 * 自定义请求code返回类
 *
 * @author BeerGod
 */
public enum WjjApiResponseCode implements WjjApiEnumsInterFace<Integer> {
    /**
     * 参数无效
     */
    METHOD_ARGUMENT_NOT_VALID(40300, ""参数提交无效""),
    /**
     * 必须实现 job 接口，且注册于 ioc 中
     */
    CLASS_NOT_FOUND(50000, ""指定class路径不存在，请确保此类存在并实现了Job接口""),
    /**
     * 当前分组任务已存在
     */
    JOB_IS_EXIST(50001, ""该任务分组下已存在此任务""),
    /**
     * 当前job不存在
     */
    JOB_NOT_EXIST(50002, ""此job不存在""),
    /**
     * 添加job任务失败
     */
    ADD_JOB_ERROR(50003, ""添加job失败""),
    /**
     * 更新job服务异常
     */
    UPDATE_JOB_ERROR(50004, ""更新job失败""),
    /**
     * 服务异常
     */
    SERVER_ERROR(50005, ""服务异常""),
    /**
     * json 反序列化失败
     */
    JSON_READER_ERROR(50005, ""读取数据序列化发生错误""),
    ;


    WjjApiResponseCode(Integer code, String msg) {
        this.code = code;
        this.msg = msg;
    }

    /**
     * 返回响应code
     */
    private Integer code;
    /**
     * 具体描述
     */
","    private String msg;
",private String msg;
"package com.wjj.worker.framework.enums;

/**
 * 自定义请求code返回类
 *
 * @author BeerGod
 */
public enum WjjApiResponseCode implements WjjApiEnumsInterFace<Integer> {
    /**
     * 参数无效
     */
    METHOD_ARGUMENT_NOT_VALID(40300, ""参数提交无效""),
    /**
     * 必须实现 job 接口，且注册于 ioc 中
     */
    CLASS_NOT_FOUND(50000, ""指定class路径不存在，请确保此类存在并实现了Job接口""),
    /**
     * 当前分组任务已存在
     */
    JOB_IS_EXIST(50001, ""该任务分组下已存在此任务""),
    /**
     * 当前job不存在
     */
    JOB_NOT_EXIST(50002, ""此job不存在""),
    /**
     * 添加job任务失败
     */
    ADD_JOB_ERROR(50003, ""添加job失败""),
    /**
     * 更新job服务异常
     */
    UPDATE_JOB_ERROR(50004, ""更新job失败""),
    /**
     * 服务异常
     */
","    SERVER_ERROR(50005, ""服务异常""),
","SERVICE_ERROR(50005, ""服务异常""),"
"package com.wjj.worker.framework.enums;

/**
 * 自定义请求code返回类
 *
 * @author BeerGod
 */
public enum WjjApiResponseCode implements WjjApiEnumsInterFace<Integer> {
    /**
     * 参数无效
     */
    METHOD_ARGUMENT_NOT_VALID(40300, ""参数提交无效""),
    /**
     * 必须实现 job 接口，且注册于 ioc 中
     */
    CLASS_NOT_FOUND(50000, ""指定class路径不存在，请确保此类存在并实现了Job接口""),
    /**
     * 当前分组任务已存在
     */
","    JOB_IS_EXIST(50001, ""该任务分组下已存在此任务""),
","GROUP_TASK_EXIST(50100, ""当前分组任务已存在""),"
"package com.wjj.worker.framework.enums;

/**
 * 自定义请求code返回类
 *
 * @author BeerGod
 */
public enum WjjApiResponseCode implements WjjApiEnumsInterFace<Integer> {
    /**
     * 参数无效
     */
    METHOD_ARGUMENT_NOT_VALID(40300, ""参数提交无效""),
    /**
     * 必须实现 job 接口，且注册于 ioc 中
     */
    CLASS_NOT_FOUND(50000, ""指定class路径不存在，请确保此类存在并实现了Job接口""),
    /**
     * 当前分组任务已存在
     */
    JOB_IS_EXIST(50001, ""该任务分组下已存在此任务""),
    /**
     * 当前job不存在
     */
","    JOB_NOT_EXIST(50002, ""此job不存在""),
","JOB_NOT_EXIST(50002, ""当前任务不存在""),"
"/**
 * Descriptores de los objetos de configuración.
 */

",package es.inteco.xbrl.lenlocpenloc.config.descriptors;,/**
"package examples;

public class BreakTest {

	public static void main(String[] args) {

		for (int i = 0; i < 100; i++) {
			if (i == 9) { // For döngüsünü kýrýyor.
","				break;
",break;
"package sep.fimball.model.handler;

/**
 * Aufzählung verschiedener Spielereignisse.
 */
public enum GameEvent
{
    /**
     * Spielereignis, das ausgelöst wird, wenn der Ball als verloren gilt.
     */
","    BALL_LOST,
","LOST_BALL,"
"package sep.fimball.model.handler;

/**
 * Aufzählung verschiedener Spielereignisse.
 */
public enum GameEvent
{
    /**
     * Spielereignis, das ausgelöst wird, wenn der Ball als verloren gilt.
     */
    BALL_LOST,

    /**
     * Spielereignis, das ausgelöst wird, wenn der Ball gespawned wird.
     */
    BALL_SPAWNED,

    /**
     * Spielereignis, das ausgelöst wird, wenn das Spiel vorbei ist.
     */
","    GAME_OVER,
","GAME_OVER,"
"package sep.fimball.model.handler;

/**
 * Aufzählung verschiedener Spielereignisse.
 */
public enum GameEvent
{
    /**
     * Spielereignis, das ausgelöst wird, wenn der Ball als verloren gilt.
     */
    BALL_LOST,

    /**
     * Spielereignis, das ausgelöst wird, wenn der Ball gespawned wird.
     */
    BALL_SPAWNED,

    /**
     * Spielereignis, das ausgelöst wird, wenn das Spiel vorbei ist.
     */
    GAME_OVER,

    /**
     * Spielereignis, wenn das Spiel gestartet wird.
     */
","    START,
","GAME_START,"
"package sep.fimball.model.handler;

/**
 * Aufzählung verschiedener Spielereignisse.
 */
public enum GameEvent
{
    /**
     * Spielereignis, das ausgelöst wird, wenn der Ball als verloren gilt.
     */
    BALL_LOST,

    /**
     * Spielereignis, das ausgelöst wird, wenn der Ball gespawned wird.
     */
    BALL_SPAWNED,

    /**
     * Spielereignis, das ausgelöst wird, wenn das Spiel vorbei ist.
     */
    GAME_OVER,

    /**
     * Spielereignis, wenn das Spiel gestartet wird.
     */
    START,

    /**
     * Spielereignis, wenn das Spiel beendet wird.
     */
","    PAUSE
","STOP,"
"package sep.fimball.model.handler;

/**
 * Aufzählung verschiedener Spielereignisse.
 */
public enum GameEvent
{
    /**
     * Spielereignis, das ausgelöst wird, wenn der Ball als verloren gilt.
     */
    BALL_LOST,

    /**
     * Spielereignis, das ausgelöst wird, wenn der Ball gespawned wird.
     */
","    BALL_SPAWNED,
","BALL_SPAWNED,"
"package sep.fimball.model.handler;

/**
 * Aufzählung verschiedener Spielereignisse.
 */
","public enum GameEvent
",public enum PlayerEvent {
"package com.imguns.guns.config.util;

import com.google.common.collect.Maps;
import com.imguns.guns.config.sync.SyncConfig;
import net.minecraft.util.Identifier;
import net.minecraft.util.math.Box;

import java.util.List;
import java.util.Map;
import java.util.regex.Matcher;
import java.util.regex.Pattern;

public class HeadShotAABBConfigRead {
    private static final Map<Identifier, Box> AABB_CHECK = Maps.newHashMap();
    // 书写格式：touhou_little_maid:maid [-0.5, 1.0, -0.5, 0.5, 1.5, 0.5]
","    // 生物 ID + 碰撞箱
","private static final Pattern AABB_PATTERN = Pattern.compile(""([^:]+):([^:]+)\\s*[-0.5, 1.0, -0.5, 0.5, 1.5, 0.5]"");"
"/*
Дан массив, состоящий из целых чисел. Напишите программу, которая подсчитывает количество положительных чисел среди элементов массива.

Входные данные
Сначала задано число $N$ — количество элементов в массиве ($1 \le N \le 10000$). Далее через пробел записаны $N$ чисел — элементы массива. Массив состоит из целых чисел.

Выходные данные
Необходимо единственное число - количество положительных элементов в массиве.

Примеры
входные данные
5
1 2 3 -1 -4

выходные данные
3
*/

","import java.util.Scanner;
",#include <iostream>
"/*
Дан массив, состоящий из целых чисел. Напишите программу, которая подсчитывает количество положительных чисел среди элементов массива.

Входные данные
Сначала задано число $N$ — количество элементов в массиве ($1 \le N \le 10000$). Далее через пробел записаны $N$ чисел — элементы массива. Массив состоит из целых чисел.

Выходные данные
Необходимо единственное число - количество положительных элементов в массиве.

Примеры
входные данные
5
1 2 3 -1 -4

выходные данные
3
*/

import java.util.Scanner;

class Main{

  public static void main(String[] args){

    Scanner SS = new Scanner(System.in);

    int t = SS.nextInt();

    int [] lst = new int [t];// указали размерность lst(то есть в ней 5 находится 5 элементов)
","    int cnt = 0;
",for(int i = 0; i < t; i++){
"package com.aizuda.bpm.solon.example.config;

import com.aizuda.bpm.engine.TaskReminder;
import com.aizuda.bpm.engine.core.FlowLongContext;
import com.aizuda.bpm.engine.entity.FlwTask;
import org.noear.solon.annotation.Component;
import org.noear.solon.scheduling.annotation.EnableScheduling;

import java.util.Date;

/**
 * 注入自定义任务提醒处理类
 * 注解 EnableScheduling 必须启动
 */
","@Component
",@Component
"package cn.whiteg.bnes.render;

import cn.whiteg.bnes.BNes;
import cn.whiteg.bnes.utils.MapUtils;
import com.grapeshot.halfnes.video.NesColors;

public class BukkitRender1x extends BukkitRender {

    //单个地图的实例
","    public BukkitRender1x(String name,BNes plugin) {
","private BukkitRender1x(BNes bnes, int mapId) {"
"package algorithm.day05;

/**
 * @author wuyj
 * @date 2021/12/22 12:22 上午
 *
 * 给定一个数组 prices ，它的第 i 个元素 prices[i] 表示一支给定股票第 i 天的价格。
 *
 * 你只能选择 某一天 买入这只股票，并选择在 未来的某一个不同的日子 卖出该股票。设计一个算法来计算你所能获取的最大利润。
 *
 * 返回你可以从这笔交易中获取的最大利润。如果你不能获取任何利润，返回 0 。
 *
 */
","public class Test02 {
",public class Solution {
"package org.dromara.northstar.common;

import org.dromara.northstar.common.model.ModuleDescription;

public interface IModuleService {

	/**
	 * 增加模组
	 * @param md
	 * @return
	 * @throws Exception 
	 */
","	ModuleDescription createModule(ModuleDescription md) throws Exception;
",ModuleDescription addModule(ModuleDescription md) throws Exception;
"package org.dromara.northstar.common;

import org.dromara.northstar.common.model.ModuleDescription;

public interface IModuleService {

	/**
	 * 增加模组
	 * @param md
	 * @return
	 * @throws Exception 
	 */
	ModuleDescription createModule(ModuleDescription md) throws Exception;
	
	/**
	 * 修改模组
	 * @param md
	 * @return
	 * @throws Exception 
	 */
","	ModuleDescription modifyModule(ModuleDescription md, boolean reset) throws Exception;
",ModuleDescription updateModule(ModuleDescription md) throws Exception;
"package org.dromara.northstar.common;

import org.dromara.northstar.common.model.ModuleDescription;

public interface IModuleService {

	/**
	 * 增加模组
	 * @param md
	 * @return
	 * @throws Exception 
	 */
	ModuleDescription createModule(ModuleDescription md) throws Exception;
	
	/**
	 * 修改模组
	 * @param md
	 * @return
	 * @throws Exception 
	 */
	ModuleDescription modifyModule(ModuleDescription md, boolean reset) throws Exception;

	/**
	 * 删除模组
	 * @param name
	 * @return
	 */
","	boolean removeModule(String name);
",boolean deleteModule(String name);
"/**
 * 提供Micrite拦截器的实现. 
 * <p>
 *
 * @since 0.4
 */
","package org.gaixie.micrite.security.filter;
",public class MethodInterceptor implements MethodInterceptor {
"package org.dromara.omind.baseplat.api.service.notify;

import org.dromara.omind.baseplat.api.domain.entity.SysChargeOrder;

/**
 * 远程启动充电命令回复
 */
","public interface RemoteNotifyStartChargingResultService {
",public class RemoteStartChargeOrderReply extends RemoteBaseReply {
"package org.dromara.omind.baseplat.api.service.notify;

import org.dromara.omind.baseplat.api.domain.entity.SysChargeOrder;

/**
 * 远程启动充电命令回复
 */
public interface RemoteNotifyStartChargingResultService {

    /**
     *
     * @param sysChargeOrder
     * @param isSuccess
     * @param reason    0无 1设备不存在 2设备离线 3-99自定义
     */
","    void send(SysChargeOrder sysChargeOrder, boolean isSuccess, int reason);
","void notify(SysChargeOrder sysChargeOrder, boolean isSuccess, int reason);"
"package com.sedico.sql.reading;

import com.sedico.partition.PartitionDescriptor;
import com.sedico.sql.*;
/**
 * Hier wird die Klasse MySQLReaderStrategy implementiert, welche von der Klasse SQLReaderStrategyBase erbt.
 * Die Klasse implementiert die Lesestrategie der MySQL-Datenbank.  
 * @author jens
 *
 */
","public class MySQLReaderStrategy extends SQLReaderStrategyBase {
",public class MySQLReaderStrategy extends SQLReaderStrategyBase {
"package com.sedico.sql.reading;

import com.sedico.partition.PartitionDescriptor;
import com.sedico.sql.*;
/**
 * Hier wird die Klasse MySQLReaderStrategy implementiert, welche von der Klasse SQLReaderStrategyBase erbt.
 * Die Klasse implementiert die Lesestrategie der MySQL-Datenbank.  
 * @author jens
 *
 */
public class MySQLReaderStrategy extends SQLReaderStrategyBase {
    public MySQLReaderStrategy(PartitionDescriptor partition) {
        super(partition);
    }
    /**
     * Diese Methode erzeugt den SQLBuilder.
     * @return new MySQLBuilder() - Erzeuger den SQL-Datenbank
     */
","    @Override
",@Override
"package com.furongsoft.ide.debugger.entities;

import lombok.Getter;

/**
 * 变量类型
 *
 * @author Alex
 */
@Getter
public enum VariableType {
    /**
     * 局部变量
     */
    local(0),

    /**
     * 成员变量
     */
    member(1),

    /**
     * 静态成员变量
     */
    staticMember(2),

    /**
     * 全局变量
     */
    global(3);

    /**
     * 变量类型
     */
","    private int type;
",private final int type;
"package com.furongsoft.ide.debugger.entities;

import lombok.Getter;

/**
 * 变量类型
 *
 * @author Alex
 */
","@Getter
",@Getter
"package com.furongsoft.ide.debugger.entities;

import lombok.Getter;

/**
 * 变量类型
 *
 * @author Alex
 */
@Getter
public enum VariableType {
    /**
     * 局部变量
     */
","    local(0),
","LOCAL,"
"package com.furongsoft.ide.debugger.entities;

import lombok.Getter;

/**
 * 变量类型
 *
 * @author Alex
 */
@Getter
public enum VariableType {
    /**
     * 局部变量
     */
    local(0),

    /**
     * 成员变量
     */
    member(1),

    /**
     * 静态成员变量
     */
","    staticMember(2),
","staticMember(2),"
"package com.furongsoft.ide.debugger.entities;

import lombok.Getter;

/**
 * 变量类型
 *
 * @author Alex
 */
@Getter
public enum VariableType {
    /**
     * 局部变量
     */
    local(0),

    /**
     * 成员变量
     */
    member(1),

    /**
     * 静态成员变量
     */
    staticMember(2),

    /**
     * 全局变量
     */
","    global(3);
","global(3),"
"package com.furongsoft.ide.debugger.entities;

import lombok.Getter;

/**
 * 变量类型
 *
 * @author Alex
 */
@Getter
public enum VariableType {
    /**
     * 局部变量
     */
    local(0),

    /**
     * 成员变量
     */
","    member(1),
","member(1),"
"package com.cyan.excel.result;

import lombok.Getter;

import java.util.Arrays;
import java.util.List;
import java.util.Optional;

/**
 * 异常信息枚举
 * @auther Cyan
 * @create 2019/6/10
 */
","@Getter
",@Getter
"não tiver sido declarada, este erro será lançado
 * pelo interpretador. Por padrão, a função inicial é a função ""inicio"", mas pode ser utiilizada qualquer
 * outra função, sem restrição quanto ao tipo de retorno e ao número de parâmetros.
 * <p>
 * Exemplo:
 * <code><pre>
 * 
 *     programa
 *     {
 *          logico calculou = falso  // Variável de controle para evitar uma recursão infinita
 *          inteiro numero = 200
 * 
 *          funcao subtrair()
 *          {
 *               numero = numero - 50
 *        
 *               se (nao calculou)
 *               {
 *                    calculou = verdadeiro
 *                    dividir()
 *                    imprimir()
 *               }
 *          }
 * 
 *          funcao dividir()
 *          {
 *               numero = numero / 2
 *         
 *               se (nao calculou)
 *               {
 *                    calculou = verdadeiro
 *                    subtrair()
 *                    imprimir()
 *               }
 *          }
 * 
 *          funcao imprimir()
 *          {
 *               escreva(numero)
 *          }
 *     }
 * </pre></code>
 * <p>
 * A saída deste programa será diferente dependendo de qual função for definida
 * como a função inicial:
 * 
 * <div class=""userTable"">
 *     <table>
 *        <col width=""50%""/>
 *        <col width=""50%""/>
 *        <thead>
 *            <tr>
 *                <th>Função Inicial</th><th>Saída</th>
 *            </tr>
 *        </thead>
 *        <tbody>
 *            <tr class=""userTable_oddRow"">
 *                <td>subtrair</td><td>75</td>
 *            </tr>
 *            <tr class=""userTable_evenRow"">
 *                <td>dividir</td><td>50</td>
 *            </tr>
 *            <tr class=""userTable_oddRow"">
 *                <td>imprimir</td><td>200</td>
 *            </tr>
 *         </tbody>
 *      </table>
 * </div>
 * 
 * @author Luiz Fernando Noschang
 * @version 1.0
 *
 */
","public final class ErroFuncaoInicialNaoDeclarada extends ErroExecucao
",public class Funcao extends Declaracao
"   logico calculou = falso  // Variável de controle para evitar uma recursão infinita
 *          inteiro numero = 200
 * 
 *          funcao subtrair()
 *          {
 *               numero = numero - 50
 *        
 *               se (nao calculou)
 *               {
 *                    calculou = verdadeiro
 *                    dividir()
 *                    imprimir()
 *               }
 *          }
 * 
 *          funcao dividir()
 *          {
 *               numero = numero / 2
 *         
 *               se (nao calculou)
 *               {
 *                    calculou = verdadeiro
 *                    subtrair()
 *                    imprimir()
 *               }
 *          }
 * 
 *          funcao imprimir()
 *          {
 *               escreva(numero)
 *          }
 *     }
 * </pre></code>
 * <p>
 * A saída deste programa será diferente dependendo de qual função for definida
 * como a função inicial:
 * 
 * <div class=""userTable"">
 *     <table>
 *        <col width=""50%""/>
 *        <col width=""50%""/>
 *        <thead>
 *            <tr>
 *                <th>Função Inicial</th><th>Saída</th>
 *            </tr>
 *        </thead>
 *        <tbody>
 *            <tr class=""userTable_oddRow"">
 *                <td>subtrair</td><td>75</td>
 *            </tr>
 *            <tr class=""userTable_evenRow"">
 *                <td>dividir</td><td>50</td>
 *            </tr>
 *            <tr class=""userTable_oddRow"">
 *                <td>imprimir</td><td>200</td>
 *            </tr>
 *         </tbody>
 *      </table>
 * </div>
 * 
 * @author Luiz Fernando Noschang
 * @version 1.0
 *
 */
public final class ErroFuncaoInicialNaoDeclarada extends ErroExecucao
{
    private String nomeFuncaoInicial;
    private String codigo = ""ErroExecucao.ErroFuncaoInicialNaoDeclarada"";

    /**
     * 
     * @param nomeFuncaoInicial     o nome da função definida como função inicial.
     * @since 1.0
     */
","    public ErroFuncaoInicialNaoDeclarada(String nomeFuncaoInicial)
",public ErroFuncaoInicialNaoDeclarada(String nomeFuncaoInicial)
" dividir()
 *                    imprimir()
 *               }
 *          }
 * 
 *          funcao dividir()
 *          {
 *               numero = numero / 2
 *         
 *               se (nao calculou)
 *               {
 *                    calculou = verdadeiro
 *                    subtrair()
 *                    imprimir()
 *               }
 *          }
 * 
 *          funcao imprimir()
 *          {
 *               escreva(numero)
 *          }
 *     }
 * </pre></code>
 * <p>
 * A saída deste programa será diferente dependendo de qual função for definida
 * como a função inicial:
 * 
 * <div class=""userTable"">
 *     <table>
 *        <col width=""50%""/>
 *        <col width=""50%""/>
 *        <thead>
 *            <tr>
 *                <th>Função Inicial</th><th>Saída</th>
 *            </tr>
 *        </thead>
 *        <tbody>
 *            <tr class=""userTable_oddRow"">
 *                <td>subtrair</td><td>75</td>
 *            </tr>
 *            <tr class=""userTable_evenRow"">
 *                <td>dividir</td><td>50</td>
 *            </tr>
 *            <tr class=""userTable_oddRow"">
 *                <td>imprimir</td><td>200</td>
 *            </tr>
 *         </tbody>
 *      </table>
 * </div>
 * 
 * @author Luiz Fernando Noschang
 * @version 1.0
 *
 */
public final class ErroFuncaoInicialNaoDeclarada extends ErroExecucao
{
    private String nomeFuncaoInicial;
    private String codigo = ""ErroExecucao.ErroFuncaoInicialNaoDeclarada"";

    /**
     * 
     * @param nomeFuncaoInicial     o nome da função definida como função inicial.
     * @since 1.0
     */
    public ErroFuncaoInicialNaoDeclarada(String nomeFuncaoInicial)
    {
        this.nomeFuncaoInicial = nomeFuncaoInicial;
        super.setCodigo(codigo);
    }

    /**
     * Obtém o nome da função definida como função inicial.
     * 
     * @return     o nome da função definida como função inicial.
     * @since 1.0
     */
","    public String getNomeFuncaoInicial()
",public String getNomeFuncaoInicial()
"/*
Escribir en cadena2 la frase pero sustituyendo las oruccrencias de
subcad1, por el contenido de subcad2
 */
","package primera2223;
",#include <stdio.h>
"package com.ozguryazilim.telve.dynaform.calc;

/**
 * Hesaplama sonuç karşılaştırma tipleri
 * @author Hakan Uygun
 */
","public enum CalcResultCheckType {
",public enum CalcResultType {
"package ltd.kumo.plutomc.framework.shared.command.arguments;

import ltd.kumo.plutomc.framework.shared.command.Argument;

/**
 * 整型参数
 */
","public abstract class ArgumentInteger implements Argument<Integer> {
",public class IntArgument extends Argument<Integer> {
"package fr.gouv.beta.fabnum.kelrisks.metier.referentiel.interfaces;

import fr.gouv.beta.fabnum.commun.metier.IAbstractCRUDService;
import fr.gouv.beta.fabnum.kelrisks.transverse.referentiel.entities.CategoriePPR;

/**
 * Interface du Service qui gère les entités CategoriePPR
 */
","public interface ICategoriePprService extends IAbstractCRUDService<CategoriePPR> {
",public interface ICategoriePPRService extends IAbstractCRUDService<CategoriePPR> {
"package com.defvul.passets.api.vo;

import io.swagger.annotations.ApiModel;
import io.swagger.annotations.ApiModelProperty;
import lombok.Data;

/**
 * 说明:
 * 时间: 2019/12/13 19:00
 *
 * @author wimas
 */
","@Data
",@Data
"/**
 * Contiene classi che rappresentano le risorse musicali del sistema ed i brani musicali (con le loro parti).
 */
",package it.unimi.di.j4im.riproduzione;,package it.unicam.cs.pa.jbudget105126.Model.Implementation;
"/**
 *
 */
package com.aritu.eloraplm.viewer.filename.api;

import org.nuxeo.ecm.core.api.DocumentModel;

import com.aritu.eloraplm.exceptions.EloraException;

/**
 * @author aritu
 *
 */
","public interface FilenameService {
",public interface FileNameGenerator {
"package ru.nuzmsh.forms.validator.validators;

import java.lang.annotation.Retention;
import java.lang.annotation.RetentionPolicy;
import java.lang.annotation.Target;
import java.lang.annotation.ElementType;
import java.util.Date;

/**
 * Минимальная дата
 */
","@Retention(RetentionPolicy.RUNTIME)
",@Retention(RetentionPolicy.RUNTIME)
"package com.netease.hz.bdms.easyinsight.common;

/**
 * 不开源
 */
","public @interface OpenSource {
",public class Constants {
"package com.ozguryazilim.tekir.activity;

import com.ozguryazilim.tekir.entities.Activity;
import java.lang.annotation.Documented;
import java.lang.annotation.ElementType;
import java.lang.annotation.Retention;
import java.lang.annotation.RetentionPolicy;
import java.lang.annotation.Target;
import javax.enterprise.inject.Stereotype;
import javax.inject.Named;
import org.apache.deltaspike.core.api.config.view.ViewConfig;
import org.apache.deltaspike.core.api.scope.GroupedConversationScoped;

/**
 * ActivityController Controller işaretlemek için kullanılır.
 *
 * @author Hakan Uygun
 */
","@Stereotype
",@Stereotype
"package com.mquan86.pattern.behavior.interpreter;

/**
 * @author Minh Quan Pham (mquan86@gmail.com)
 *
 */
","public interface Expression {
",public class Context {
"package org.wolflink.minecraft.wolfird.framework.annotations;

import java.lang.annotation.ElementType;
import java.lang.annotation.Retention;
import java.lang.annotation.RetentionPolicy;
import java.lang.annotation.Target;

/**
 * Entity类对应表单名称标记
 */
","@Target(ElementType.TYPE)
",@Retention(RetentionPolicy.RUNTIME)
"package club.xiaojiawei.controls.ico;

import club.xiaojiawei.controls.images.ImagesLoader;
import org.girod.javafx.svgimage.SVGImage;
import org.girod.javafx.svgimage.SVGLoader;

/**
 * @author 肖嘉威 xjw580@qq.com
 * @date 2023/10/31 22:28
 */
","public class AddIco extends AbstractIco {
",public class IcoLoader {
"package br.univali.portugol.nucleo.analise.sintatica.erros;

import br.univali.portugol.nucleo.analise.sintatica.AnalisadorSintatico;
import br.univali.portugol.nucleo.mensagens.ErroSintatico;

/**
 * Erro gerado pelo analisador sintático quando uma expressão lógica ou aritmética está
 * incompleta.
 * <p>
 * Exemplo:
 * <code><pre>
 * 
 *     funcao exemploExpressaoIncompleta()
 *     {
 *          inteiro var1 = 23 +      // Gera este erro
 *          inteiro var2 = ( + 12)   // Gera este erro
 *        
 *          se (var 1 < )            // Gera este erro
 *          {
 * 
 *          }
 *     }
 * 
 * </pre></code>
 * 
 * @author Luiz Fernando Noschang
 * @version 1.0
 * 
 * @see AnalisadorSintatico
 */

","public final class ErroExpressaoIncompleta extends ErroSintatico
",public class ErroSintaticoIncompleto extends ErroSintatico {
"package br.univali.portugol.nucleo.analise.sintatica.erros;

import br.univali.portugol.nucleo.analise.sintatica.AnalisadorSintatico;
import br.univali.portugol.nucleo.mensagens.ErroSintatico;

/**
 * Erro gerado pelo analisador sintático quando uma expressão lógica ou aritmética está
 * incompleta.
 * <p>
 * Exemplo:
 * <code><pre>
 * 
 *     funcao exemploExpressaoIncompleta()
 *     {
 *          inteiro var1 = 23 +      // Gera este erro
 *          inteiro var2 = ( + 12)   // Gera este erro
 *        
 *          se (var 1 < )            // Gera este erro
 *          {
 * 
 *          }
 *     }
 * 
 * </pre></code>
 * 
 * @author Luiz Fernando Noschang
 * @version 1.0
 * 
 * @see AnalisadorSintatico
 */

public final class ErroExpressaoIncompleta extends ErroSintatico
{
    /**
     * 
     * @param linha      a linha onde o erro ocorreu.
     * @param coluna     a coluna onde o erro ocorreu.
     * @since 1.0
     */
","    public ErroExpressaoIncompleta(int linha, int coluna)
","public ErroExpressaoIncompleta(int linha, int coluna)"
"package unit07.imcoding;

import java.io.IOException;

// 在屏幕上不断显示计数，每秒显示10个数，每10个数换一次行

","public class PrintNum1 {
",public class Counting {
"package com.platform.common.version;

import com.baomidou.mybatisplus.annotation.EnumValue;
import com.fasterxml.jackson.annotation.JsonValue;
import lombok.Getter;

/**
 * 版本枚举值
 */
","@Getter
",@Getter
