context,truth,prediction
"<fim_prefix>package sep.fimball.model.physics.game;

/**<fim_suffix>
public enum CollisionEventType
{
    /**
     * Der Ball hat angefangen ein Element zu berühren.
     */
    ENTERED,
    /**
     * Der Ball hat aufgehört ein Element zu berühren.
     */
    LEFT,
    /**
     * Der Ball berührt ein Element.
     */
    OVER
}
<fim_middle>","
 * Beschreibt verschiedene Arten von Kollisionsevents.
 */","
 * Die verschiedenen Arten von Konflikten.
 * 
 *"
"<fim_prefix>package sep.fimball.model.physics.game;

/**
 * Beschreibt verschiedene Arten von Kollisionsevents.
 */
public enum CollisionEventType
{
    /**
     * Der Ball hat angefangen ein Element zu berühren.
     */
    ENTERED,
    /**<fim_suffix>
    LEFT,
    /**
     * Der Ball berührt ein Element.
     */
    OVER
}
<fim_middle>","
     * Der Ball hat aufgehört ein Element zu berühren.
     */","
     * Der Ball hat angefangen ein Element zu verlassen.
     */"
"<fim_prefix>package sep.fimball.model.physics.game;

/**
 * Beschreibt verschiedene Arten von Kollisionsevents.
 */
public enum CollisionEventType
{
    /**<fim_suffix>
    ENTERED,
    /**
     * Der Ball hat aufgehört ein Element zu berühren.
     */
    LEFT,
    /**
     * Der Ball berührt ein Element.
     */
    OVER
}
<fim_middle>","
     * Der Ball hat angefangen ein Element zu berühren.
     */","
     * Der Ball hat sich in einem Element befunden.
     */"
"<fim_prefix>package sep.fimball.model.physics.game;

/**
 * Beschreibt verschiedene Arten von Kollisionsevents.
 */
public enum CollisionEventType
{
    /**
     * Der Ball hat angefangen ein Element zu berühren.
     */
    ENTERED,
    /**
     * Der Ball hat aufgehört ein Element zu berühren.
     */
    LEFT,
    /**<fim_suffix>
    OVER
}
<fim_middle>","
     * Der Ball berührt ein Element.
     */","
     * Der Ball hat sich über ein Element gesetzt.
  "
"<fim_prefix>package main;

import tools.Punto;

public class Main {

/*<fim_suffix>

	public static void main(String[] args) {
				
		Punto miPunto = new Punto(3,7);
		Punto miSegundoPunto = new Punto(9,2);
	}

}
<fim_middle>","
 * Crear una estructura para definir puntos en el plano.
 * Crear funciones que muestren:
 * 		la distancia entre dos puntos del plano dados
 * 		el punto medio entre los dos puntos dados
 */","*
 * @author <NAME>
 * @version 1.0
 * @since 1.0
 *
 */"
"<fim_prefix>/**<fim_suffix>
package br.univali.portugol.nucleo.simbolos;<fim_middle>","
 * Este pacote contém todos os símbolos da linguagem Portugol (variáveis, vetores, matrizes, etc.)
 * que são alocados em memória durante a execução dos programas para armazenar valores.
 */","
 * @author <NAME>
 */"
"<fim_prefix>package ru.cyberbiology.test.prototype.gene;

import ru.cyberbiology.test.prototype.IBot;

/**<fim_suffix>
public abstract class ABotGeneController implements IBotGeneController
{


}
<fim_middle>","
 * Абстрактный класс обработчика гена, введен, если какие либо методы обработчиков будут общими, тогда их можно реализовать здесь
 * @author Nickolay
 *
 */","
 * Created by storm on 24.03.2017.
 */"
"<fim_prefix>package pama1234.gdx.util.listener;

/**<fim_suffix>
public interface DisplayEntityListener extends EntityListener{
  public void displayCam();
}
<fim_middle>","
 * 更好的EntityListener（真的吗）
 * </p>
 * TODO 需要改名
 */","
 * Created by <NAME> on 2016/11/28.
 */"
"<fim_prefix>/**<fim_suffix>
package cn.jsmod2.core;<fim_middle>","
 * 本包封装了JSMOD2交互的核心内容
 * 本包类任何服务端都可以调用使用，其中类为通用的类
 * 相当于jsmod2驱动内核，jsmod2-core
 * 其中继承了
 * 服务器主类 Server - 继承Server,实现其中方法
 *
 */","
 * @author <NAME>
 * @since 1.0
 */"
"<fim_prefix>package dhbw.ka.mwi.businesshorizon2.cf;

/**<fim_suffix>
public class TaxShieldEKKostVerschCalculator2 implements EKKostVerschCalculator {

    @Override
    public double calculateEKKostenVersch(final CFParameter parameter, final CFIntermediateResult intermediate, final int periode) {
        return parameter.getEKKosten() + (parameter.getEKKosten() - parameter.getFKKosten() * (1 - parameter.getuSteusatz())) * parameter.getFK()[periode - 1] / intermediate.getuWe<fim_middle>","
 * Eine Klasse zur Berechnung der EK Kosten.
 * Implementiert das EKKostVerschCalculator Interface
 * und basiert auf Formel 86 vom Ballwieser.
 */","
 * Implementierung der EKKostVerschCalculator2.
 */"
"<fim_prefix>package gui.tipos;

/**<fim_suffix>
public enum TipoVersion {

	VERSION1, VERSION2
}
<fim_middle>","
 * Enumerado que contiene el tipo de versión seleccionada por el usuario en 
 * la interfaz.
 * 
 * @author Grupo20.
 */","
 * @author <NAME>
 *
 */"
"<fim_prefix>/**<fim_suffix>
package com.jasonpercus.encryption.base64;<fim_middle>","
Ce package contient la classe Base64
*/","
 * @author JasonPercus
 */"
"<fim_prefix>sitory.specification;

import org.crue.hercules.sgi.pii.model.Procedimiento;
import org.crue.hercules.sgi.pii.model.Procedimiento_;
import org.crue.hercules.sgi.pii.model.SolicitudProteccion;
import org.springframework.data.jpa.domain.Specification;

import lombok.AccessLevel;
import lombok.NoArgsConstructor;

@NoArgsConstructor(access = AccessLevel.PRIVATE)
public class ProcedimientoSpecifications {

  /**<fim_suffix>
  public static Specification<Procedimiento> bySolicitudProteccionId(Long id) {
    return (root, query, cb) -> cb.equal(root.get(Procedimiento_.solicitudProteccionId), id);
  }

}
<fim_middle>","
   * {@link Procedimiento} de la entidad {@link SolicitudProteccion} con el
   * id indicado.
   * 
   * @param id identificador de la entidad {@link SolicitudProteccion}.
   * @return specification para obtener los {@link Procedimiento} de la
   *         entidad {@link SolicitudProteccion} con el id indicado.
   */","
   * Creates a specification that matches a {@link SolicitudProteccion} by its id.
   * 
   * @param id
   *          the id of the {@link SolicitudProteccion} to match
   * @return the specification
   */"
"<fim_prefix>package org.dromara.auth.domain.convert;

import io.github.linpeilie.BaseMapper;
import org.dromara.auth.domain.vo.TenantListVo;
import org.dromara.system.api.domain.vo.RemoteTenantVo;
import org.mapstruct.Mapper;
import org.mapstruct.MappingConstants;

/**<fim_suffix>
@Mapper(componentModel = MappingConstants.ComponentModel.SPRING)
public interface TenantVoConvert extends BaseMapper<RemoteTenantVo, TenantListVo> {

}
<fim_middle>","
 * 租户vo转换器
 * @author zhujie
 */","
 * @author liangziqiang
 */"
"<fim_prefix>package com.kfyty.loveqq.framework.web.core.annotation;

import com.kfyty.loveqq.framework.core.lang.annotation.AliasFor;
import com.kfyty.loveqq.framework.web.core.request.RequestMethod;

import java.lang.annotation.Documented;
import java.lang.annotation.ElementType;
import java.lang.annotation.Retention;
import java.lang.annotation.RetentionPolicy;
import java.lang.annotation.Target;

/**<fim_suffix>
@Documented
@Target(ElementType.METHOD)
@Retention(RetentionPolicy.RUNTIME)
@RequestMapping(method = RequestMethod.GET)
public @interface GetMapping {
    @AliasFor(annotation = RequestMapping.class)
    String value() default """";

    @AliasFor(annotation = RequestMapping.class)
    String produces() default RequestMapping.DEFAULT_PRODUCES;

    @AliasFor(annotation = RequestMapping.class)
    RequestMappi<fim_middle>","
 * 请求映射路径
 *
 * @see RequestMapping
 */","
 * 描述: 映射 GET 请求
 *
 * @author k"
"<fim_prefix>package com.allen.easyChat.common.action;

import com.allen.easyChat.common.vo.MessageItem;
import lombok.Data;
import lombok.ToString;

import java.util.List;
import java.util.UUID;

/**<fim_suffix>
@Data
@ToString
public class FetchHistoryMessageRespAction extends Action {

    public FetchHistoryMessageRespAction() {
        this.setActionType("""");
        this.setAction(ActionIdEnum.ACTION_FETCH_HISTORY_MESSAGE_RESP.getAction());
        this.setRequestId(UUID.randomUUID().toString());
    }

    private List<MessageItem> items;

}
<fim_middle>","
 * 登陆请求action
 */","
 * @author 周何�"
"<fim_prefix>package cn.foxtech.channel.opcua.entity;

import lombok.AccessLevel;
import lombok.Builder;
import lombok.Getter;
import lombok.Setter;

@Builder(toBuilder = true)
@Getter(value = AccessLevel.PUBLIC)
@Setter(value = AccessLevel.PUBLIC)
public class OpcUaNodeEntity {
    /**
     * 节点ID
     */
    private OpcUaNodeId nodeId;
    /**<fim_suffix>
    private Object value;
    /**
     * 数值类型
     */
    private String type;
}
<fim_middle>","
     * 数值
     */","
     * 节点名称
    "
"<fim_prefix>package cn.foxtech.channel.opcua.entity;

import lombok.AccessLevel;
import lombok.Builder;
import lombok.Getter;
import lombok.Setter;

@Builder(toBuilder = true)
@Getter(value = AccessLevel.PUBLIC)
@Setter(value = AccessLevel.PUBLIC)
public class OpcUaNodeEntity {
    /**
     * 节点ID
     */
    private OpcUaNodeId nodeId;
    /**
     * 数值
     */
    private Object value;
    /**<fim_suffix>
    private String type;
}
<fim_middle>","
     * 数值类型
     */","
     * 类型
     */"
"<fim_prefix>package com.rzg.zombieland.server.comunicacion.peticion;

import com.rzg.zombieland.comunes.comunicacion.Enviable;
import com.rzg.zombieland.comunes.comunicacion.Peticion;
import com.rzg.zombieland.comunes.comunicacion.pojo.POJOPartida;
import com.rzg.zombieland.comunes.comunicacion.respuesta.RespuestaGenerica;

/**<fim_suffix>
public class PeticionActualizacionLobby extends Peticion<POJOPartida, RespuestaGenerica> {

    public PeticionActualizacionLobby(POJOPartida enviable) {
        super(enviable, RespuestaGenerica.class);
    }

    @Override
    protected int getCodigoPeticion() {
        return Enviable.ACTUALIZACION_LOBBY;
    }

}
<fim_middle>","
 * Envía una petición de actualización de lobby a los clientes.
 * @author nicolas
 *
 */","
 * Created by xanadurenah on 10/7/16.
 */"
"<fim_prefix>package com.ruipengkj.dgxtos;

/**<fim_suffix>
public interface ConstantValue {
	
	static boolean DEBUG = true;

}
<fim_middle>","
 * 全局常量类
 * @author ruipengVictor
 *
 */","
 * @author 郭金鹏<br>
 * @date 2018年"
"<fim_prefix>package com.supermarket.image.utils;

import com.supermarket.common.utils.VerifyCode;
import org.apache.commons.lang3.tuple.Pair;

import javax.imageio.stream.ImageOutputStream;
import java.io.ByteArrayOutputStream;
import java.io.FileOutputStream;
import java.io.OutputStream;

public class ValistrUtils {
    private ValistrUtils() {
    }

    /**<fim_suffix>
    public static Pair<String, byte[]> generateValistr(){
        ByteArrayOutputStream out = new ByteArrayOutputStream();
        VerifyCode img = new VerifyCode();
        img.drawImage(out);
        return Pair.of(img.getCode(), out.toByteArray());
    }
}
<fim_middle>","
     * 生成一个键值对，key是验证码的字符串，value是图片的byte数组
     * @return 一个键值对
     */","
     * 生成验证码
     * @return
     */"
"<fim_prefix>package de.sedico.sql.importing;

import de.sedico.sql.Table;
/**<fim_suffix>
public interface SQLImportStrategy {
    Table fetchTable();
}
<fim_middle>","
 * Hier wird das Interface SQLImportStrategy implementiert. Hier wird die Importstrategy der SQL-Datenbank implementiert.
 * @author jens
 *
 */","
 * @author <NAME>
 */"
"<fim_prefix>package com.linkwechat.wecom.service;

import com.baomidou.mybatisplus.extension.service.IService;
import com.linkwechat.wecom.domain.WeChatItem;
import com.linkwechat.wecom.domain.dto.WeChatItemDto;
import com.linkwechat.wecom.domain.vo.WeChatSideVo;

import java.util.List;

/**<fim_suffix>
public interface IWeChatItemService extends IService<WeChatItem> {

    /**
     * 侧边栏抓取素材
     *
     * @param chatItemDto 侧边栏素材
     * @return 结果
     */
    public int checkItems(WeChatItemDto chatItemDto);

    /**
     * h5素材列表
     *
     * @param sideId 侧边栏id
     * @return
     */
    public List<WeChatSideVo> chatItems(Long sideId,String keyword,String mediaType,String userId);

}
<fim_middle>","
 * 聊天工具侧边栏
 * @author kewen
 */","
 * <p>
 * 微信素材表 服务类
 * </"
"<fim_prefix>package com.linkwechat.wecom.service;

import com.baomidou.mybatisplus.extension.service.IService;
import com.linkwechat.wecom.domain.WeChatItem;
import com.linkwechat.wecom.domain.dto.WeChatItemDto;
import com.linkwechat.wecom.domain.vo.WeChatSideVo;

import java.util.List;

/**
 * 聊天工具侧边栏
 * @author kewen
 */
public interface IWeChatItemService extends IService<WeChatItem> {

    /**<fim_suffix>
    public int checkItems(WeChatItemDto chatItemDto);

    /**
     * h5素材列表
     *
     * @param sideId 侧边栏id
     * @return
     */
    public List<WeChatSideVo> chatItems(Long sideId,String keyword,String mediaType,String userId);

}
<fim_middle>","
     * 侧边栏抓取素材
     *
     * @param chatItemDto 侧边栏素材
     * @return 结果
     */","
     * 新增
     *
     * @param chatItemDto
     * @return
     */"
"<fim_prefix>wecom.domain.WeChatItem;
import com.linkwechat.wecom.domain.dto.WeChatItemDto;
import com.linkwechat.wecom.domain.vo.WeChatSideVo;

import java.util.List;

/**
 * 聊天工具侧边栏
 * @author kewen
 */
public interface IWeChatItemService extends IService<WeChatItem> {

    /**
     * 侧边栏抓取素材
     *
     * @param chatItemDto 侧边栏素材
     * @return 结果
     */
    public int checkItems(WeChatItemDto chatItemDto);

    /**<fim_suffix>
    public List<WeChatSideVo> chatItems(Long sideId,String keyword,String mediaType,String userId);

}
<fim_middle>","
     * h5素材列表
     *
     * @param sideId 侧边栏id
     * @return
     */","
     * 侧边栏获取素材
     *
     * @param sideId                 "
"<fim_prefix>package org.crue.hercules.sgi.csp.repository.specification;

import org.crue.hercules.sgi.csp.model.Proyecto;
import org.crue.hercules.sgi.csp.model.ProyectoProrroga;
import org.crue.hercules.sgi.csp.model.ProyectoProrroga_;
import org.crue.hercules.sgi.csp.model.Proyecto_;
import org.springframework.data.jpa.domain.Specification;

public class ProyectoProrrogaSpecifications {

  /**<fim_suffix>
  public static Specification<ProyectoProrroga> byProyectoId(Long id) {
    return (root, query, cb) -> {
      return cb.equal(root.get(ProyectoProrroga_.proyecto).get(Proyecto_.id), id);
    };
  }

}
<fim_middle>","
   * {@link ProyectoProrroga} del {@link Proyecto} con el id indicado.
   * 
   * @param id identificador del {@link Proyecto}.
   * @return specification para obtener los {@link ProyectoProrroga} del
   *         {@link Proyecto} con el id indicado.
   */","
   * Returns a {@link Specification} for the given {@link ProyectoProrroga} id.
   *
   * @param id the id of the {@link ProyectoProrroga} to fetch.
   * @return the {@link Specification} for the given {@link ProyectoProrroga} id.
   */"
